,id,stco,name,yr,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,subreg
1562,3656660,36103,"Patchogue village, New York",2000,126,301,2065,7171,9236,48,137,6559,municipality,LI
1563,3656660,36103,"Patchogue village, New York",2010,147,471,2483,6862,9345,31,104,6109,municipality,LI
1564,3656968,36103,"Peconic CDP, New York",2000,9,10,28,805,833,3,6,777,municipality,LI
1565,3656968,36103,"Peconic CDP, New York",2010,1,20,59,502,561,0,1,480,municipality,LI
1566,3659157,36103,"Poquott village, New York",2000,34,8,30,689,719,0,4,643,municipality,LI
1567,3659157,36103,"Poquott village, New York",2010,46,18,26,702,728,2,2,634,municipality,LI
1568,3659355,36103,"Port Jefferson village, New York",2000,216,98,294,5972,6266,17,44,5597,municipality,LI
1569,3659355,36103,"Port Jefferson village, New York",2010,368,86,336,5807,6143,19,37,5297,municipality,LI
1570,3659377,36103,"Port Jefferson Station CDP, New York",2000,211,104,445,5186,5631,15,61,4795,municipality,LI
1571,3659377,36103,"Port Jefferson Station CDP, New York",2010,338,139,817,5306,6123,15,44,4770,municipality,LI
1572,3660408,36103,"Quiogue CDP, New York",2000,11,68,83,539,622,5,18,437,municipality,LI
1573,3660408,36103,"Quiogue CDP, New York",2010,13,58,114,498,612,11,10,406,municipality,LI
1574,3660422,36103,"Quogue village, New York",2000,4,41,22,816,838,5,7,759,municipality,LI
1575,3660422,36103,"Quogue village, New York",2010,8,17,42,761,803,2,11,723,municipality,LI
1576,3661142,36103,"Remsenburg-Speonk CDP, New York",2000,14,38,106,1932,2038,4,13,1863,municipality,LI
1577,3661142,36103,"Remsenburg-Speonk CDP, New York",2010,17,27,140,1863,2003,3,11,1805,municipality,LI
1578,3661665,36103,"Ridge CDP, New York",2000,77,266,287,9983,10270,32,107,9501,municipality,LI
1579,3661665,36103,"Ridge CDP, New York",2010,182,402,509,10316,10825,15,73,9644,municipality,LI
1580,3661973,36103,"Riverhead CDP, New York",2000,93,1686,648,7332,7980,46,83,5424,municipality,LI
1581,3661973,36103,"Riverhead CDP, New York",2010,174,1534,2446,8122,10568,40,162,6212,municipality,LI
1582,3662066,36103,"Riverside CDP, New York",2000,15,797,227,2230,2457,23,21,1374,municipality,LI
1583,3662066,36103,"Riverside CDP, New York",2010,7,607,705,1816,2521,24,28,1150,municipality,LI
1584,3663319,36103,"Rocky Point CDP, New York",2000,79,44,313,6790,7103,13,64,6590,municipality,LI
1585,3663319,36103,"Rocky Point CDP, New York",2010,162,143,625,9576,10201,26,72,9173,municipality,LI
1586,3663473,36103,"Ronkonkoma CDP, New York",2000,339,116,834,14029,14863,26,151,13397,municipality,LI
1587,3663473,36103,"Ronkonkoma CDP, New York",2010,653,243,1289,13319,14608,54,93,12276,municipality,LI
1588,3664452,36103,"Sagaponack village, New York",2000,13,13,17,452,469,0,2,424,municipality,LI
1589,3664452,36103,"Sagaponack village, New York",2010,2,2,4,265,269,2,2,257,municipality,LI
1590,3664485,36103,"Sag Harbor village, New York",2000,19,152,122,1810,1932,18,32,1589,municipality,LI
1591,3664485,36103,"Sag Harbor village, New York",2010,24,137,222,1574,1796,10,20,1383,municipality,LI
1592,3664584,36103,"St. James CDP, New York",2000,124,26,312,9523,9835,12,29,9332,municipality,LI
1593,3664584,36103,"St. James CDP, New York",2010,196,49,484,9493,9977,20,45,9183,municipality,LI
1594,3664881,36103,"Saltaire village, New York",2000,2,0,1,26,27,0,2,22,municipality,LI
1595,3664881,36103,"Saltaire village, New York",2010,0,0,0,32,32,0,0,32,municipality,LI
1596,3665409,36103,"Sayville CDP, New York",2000,244,79,329,11856,12185,8,62,11463,municipality,LI
1597,3665409,36103,"Sayville CDP, New York",2010,224,112,522,12292,12814,18,64,11874,municipality,LI
1598,3666212,36103,"Selden CDP, New York",2000,395,250,1168,14495,15663,29,163,13658,municipality,LI
1599,3666212,36103,"Selden CDP, New York",2010,653,408,1836,13130,14966,52,131,11886,municipality,LI
1600,3666481,36103,"Setauket-East Setauket CDP, New York",2000,1127,147,348,11301,11649,38,88,9901,municipality,LI
1601,3666481,36103,"Setauket-East Setauket CDP, New York",2010,881,134,505,10997,11502,37,84,9861,municipality,LI
1602,3666828,36103,"Shelter Island CDP, New York",2000,6,7,29,949,978,0,5,931,municipality,LI
1603,3666828,36103,"Shelter Island CDP, New York",2010,6,6,53,1011,1064,4,8,987,municipality,LI
1604,3666850,36103,"Shelter Island Heights CDP, New York",2000,4,2,11,824,835,0,6,812,municipality,LI
1605,3666850,36103,"Shelter Island Heights CDP, New York",2010,4,7,34,872,906,3,13,845,municipality,LI
1606,3667048,36103,"Shinnecock Hills CDP, New York",2000,17,60,141,1366,1507,10,17,1262,municipality,LI
1607,3667048,36103,"Shinnecock Hills CDP, New York",2010,21,35,464,1272,1736,12,10,1194,municipality,LI
1608,3667070,36103,"Shirley CDP, New York",2000,226,471,1648,15830,17478,78,226,14829,municipality,LI
1609,3667070,36103,"Shirley CDP, New York",2010,518,1132,3037,17456,20493,67,236,15503,municipality,LI
1610,3667191,36103,"Shoreham village, New York",2000,7,0,6,296,302,0,1,288,municipality,LI
1611,3667191,36103,"Shoreham village, New York",2010,16,4,8,397,405,0,1,376,municipality,LI
1612,3667851,36103,"Smithtown CDP, New York",2000,344,119,649,19243,19892,15,87,18678,municipality,LI
1613,3667851,36103,"Smithtown CDP, New York",2010,523,224,892,18618,19510,25,88,17758,municipality,LI
1614,3668374,36103,"Sound Beach CDP, New York",2000,102,45,235,6760,6995,15,50,6548,municipality,LI
1615,3668374,36103,"Sound Beach CDP, New York",2010,95,61,276,5373,5649,17,51,5149,municipality,LI
1616,3668462,36103,"Southampton village, New York",2000,31,351,281,2909,3190,16,32,2479,municipality,LI
1617,3668462,36103,"Southampton village, New York",2010,36,236,386,2235,2621,32,28,1903,municipality,LI
1618,3669254,36103,"South Huntington CDP, New York",2000,251,53,246,7097,7343,6,48,6739,municipality,LI
1619,3669254,36103,"South Huntington CDP, New York",2010,417,150,512,6852,7364,11,82,6192,municipality,LI
1620,3669452,36103,"Southold CDP, New York",2000,9,30,100,4232,4332,11,35,4147,municipality,LI
1621,3669452,36103,"Southold CDP, New York",2010,32,36,322,4294,4616,3,24,4199,municipality,LI
1622,3670387,36103,"Springs CDP, New York",2000,47,42,588,3256,3844,15,64,3088,municipality,LI
1623,3670387,36103,"Springs CDP, New York",2010,76,75,1746,3408,5154,10,15,3232,municipality,LI
1624,3671608,36103,"Stony Brook CDP, New York",2000,578,124,222,9807,10029,14,52,9039,municipality,LI
1625,3671608,36103,"Stony Brook CDP, New York",2010,818,166,381,10055,10436,17,74,8980,municipality,LI
1626,3671620,36103,"Stony Brook University CDP, New York",2010,1878,1238,609,8542,9151,61,107,5258,municipality,LI
1627,3673352,36103,"Terryville CDP, New York",2000,167,111,647,7037,7684,9,71,6679,municipality,LI
1628,3673352,36103,"Terryville CDP, New York",2010,264,198,1218,7561,8779,37,56,7006,municipality,LI
1629,3675572,36103,"Tuckahoe CDP, New York",2000,10,94,237,1123,1360,17,10,992,municipality,LI
1630,3675572,36103,"Tuckahoe CDP, New York",2010,15,99,250,791,1041,5,17,655,municipality,LI
1631,3677519,36103,"Village of the Branch village, New York",2000,41,3,52,1394,1446,1,4,1345,municipality,LI
1632,3677519,36103,"Village of the Branch village, New York",2010,32,14,40,1277,1317,2,14,1215,municipality,LI
1633,3677772,36103,"Wading River CDP, New York",2000,43,23,141,4726,4867,9,28,4623,municipality,LI
1634,3677772,36103,"Wading River CDP, New York",2010,52,80,209,5474,5683,9,42,5291,municipality,LI
1635,3677805,36103,"Wainscott CDP, New York",2000,2,23,36,475,511,2,16,432,municipality,LI
1636,3677805,36103,"Wainscott CDP, New York",2010,2,6,64,445,509,6,6,425,municipality,LI
1637,3678575,36103,"Water Mill CDP, New York",2000,10,30,43,1334,1377,1,4,1289,municipality,LI
1638,3678575,36103,"Water Mill CDP, New York",2010,18,13,82,1189,1271,1,11,1146,municipality,LI
1639,3679246,36103,"West Babylon CDP, New York",2000,605,2929,2189,30150,32339,93,352,26171,municipality,LI
1640,3679246,36103,"West Babylon CDP, New York",2010,875,3335,3606,29901,33507,146,369,25176,municipality,LI
1641,3679301,36103,"West Bay Shore CDP, New York",2000,72,28,131,3533,3664,9,22,3402,municipality,LI
1642,3679301,36103,"West Bay Shore CDP, New York",2010,82,66,232,3437,3669,5,33,3251,municipality,LI
1643,3680170,36103,"Westhampton CDP, New York",2000,28,79,103,2004,2107,4,19,1874,municipality,LI
1644,3680170,36103,"Westhampton CDP, New York",2010,22,90,278,2140,2418,11,16,2001,municipality,LI
1645,3680181,36103,"Westhampton Beach village, New York",2000,15,66,108,1405,1513,9,9,1306,municipality,LI
1646,3680181,36103,"Westhampton Beach village, New York",2010,11,43,267,1104,1371,0,9,1041,municipality,LI
1647,3680186,36103,"West Hampton Dunes village, New York",2000,1,0,0,11,11,0,0,10,municipality,LI
1648,3680186,36103,"West Hampton Dunes village, New York",2010,1,0,2,45,47,0,0,44,municipality,LI
1649,3680258,36103,"West Hills CDP, New York",2000,137,37,100,4179,4279,7,20,3978,municipality,LI
1650,3680258,36103,"West Hills CDP, New York",2010,230,48,198,4164,4362,7,26,3853,municipality,LI
1651,3680302,36103,"West Islip CDP, New York",2000,231,71,669,20013,20682,26,123,19562,municipality,LI
1652,3680302,36103,"West Islip CDP, New York",2010,356,114,991,20091,21082,18,127,19476,municipality,LI
1653,3680885,36103,"West Sayville CDP, New York",2000,38,14,75,3605,3680,7,8,3538,municipality,LI
1654,3680885,36103,"West Sayville CDP, New York",2010,43,28,117,3720,3837,13,18,3618,municipality,LI
1655,3681419,36103,"Wheatley Heights CDP, New York",2000,125,1528,388,3108,3496,25,71,1359,municipality,LI
1656,3681419,36103,"Wheatley Heights CDP, New York",2010,209,1906,451,3255,3706,30,114,996,municipality,LI
1657,3683294,36103,"Wyandanch CDP, New York",2000,41,5019,1175,5618,6793,66,188,304,municipality,LI
1658,3683294,36103,"Wyandanch CDP, New York",2010,91,5192,2219,5966,8185,66,152,465,municipality,LI
1659,3683426,36103,"Yaphank CDP, New York",2000,40,421,275,3651,3926,9,38,3143,municipality,LI
1660,3683426,36103,"Yaphank CDP, New York",2010,82,334,516,4272,4788,10,21,3825,municipality,LI
1661,3610304000,36103,"Babylon town, Suffolk County, New York",2000,5822,42428,28528,284778,313306,1202,4458,230868,municipality,LI
1662,3610304000,36103,"Babylon town, Suffolk County, New York",2010,4822,23790,24475,139700,164175,714,1853,108521,municipality,LI
1663,3610310000,36103,"Brookhaven town, Suffolk County, New York",2000,20560,24368,47736,609518,657254,1966,6538,556086,municipality,LI
1664,3610310000,36103,"Brookhaven town, Suffolk County, New York",2010,14637,17402,40257,329711,369968,1290,3444,292938,municipality,LI
1665,3610322194,36103,"East Hampton town, Suffolk County, New York",2000,346,1068,4394,26668,31062,174,420,24660,municipality,LI
1666,3610322194,36103,"East Hampton town, Suffolk County, New York",2010,218,557,4146,13040,17186,54,107,12104,municipality,LI
1667,3610337000,36103,"Huntington town, Suffolk County, New York",2000,9870,10828,17740,273400,291140,604,2496,249602,municipality,LI
1668,3610337000,36103,"Huntington town, Suffolk County, New York",2010,7487,6514,15275,137480,152755,368,1330,121781,municipality,LI
1669,3610338000,36103,"Islip town, Suffolk County, New York",2000,10172,35410,87252,381362,468614,1538,5790,328452,municipality,LI
1670,3610338000,36103,"Islip town, Suffolk County, New York",2010,7055,20284,67432,184373,251805,863,2338,153833,municipality,LI
1671,3610359106,36103,"Poospatuck Reservation, Suffolk County, New York",2000,0,54,20,324,344,250,16,4,municipality,LI
1672,3610359106,36103,"Poospatuck Reservation, Suffolk County, New York",2010,3,45,17,228,245,107,41,32,municipality,LI
1673,3610361984,36103,"Riverhead town, Suffolk County, New York",2000,366,3822,2312,40304,42616,132,306,35678,municipality,LI
1674,3610361984,36103,"Riverhead town, Suffolk County, New York",2010,286,1868,3329,23339,26668,62,250,20873,municipality,LI
1675,3610366839,36103,"Shelter Island town, Suffolk County, New York",2000,20,18,80,3568,3648,2,22,3506,municipality,LI
1676,3610366839,36103,"Shelter Island town, Suffolk County, New York",2010,10,13,87,1894,1981,7,21,1843,municipality,LI
1677,3610367059,36103,"Shinnecock Reservation, Suffolk County, New York",2000,2,24,28,666,694,594,6,40,municipality,LI
1678,3610367059,36103,"Shinnecock Reservation, Suffolk County, New York",2010,3,29,23,477,500,365,50,30,municipality,LI
1679,3610368000,36103,"Smithtown town, Suffolk County, New York",2000,3984,1040,5346,165902,171248,238,804,159836,municipality,LI
1680,3610368000,36103,"Smithtown town, Suffolk County, New York",2010,3025,863,4133,83572,87705,159,486,79039,municipality,LI
1681,3610368473,36103,"Southampton town, Suffolk County, New York",2000,722,5132,6772,79522,86294,408,660,72600,municipality,LI
1682,3610368473,36103,"Southampton town, Suffolk County, New York",2010,479,2215,8129,36734,44863,219,332,33489,municipality,LI
1683,3610369463,36103,"Southold town, Suffolk County, New York",2000,128,790,1388,30968,32356,84,254,29712,municipality,LI
1684,3610369463,36103,"Southold town, Suffolk County, New York",2010,115,430,1712,16117,17829,32,103,15437,municipality,LI
1685,3610506310,36105,"Bethel town, Sullivan County, New York",2000,28,322,728,6092,6820,18,46,5678,municipality,MHV
1686,3610506310,36105,"Bethel town, Sullivan County, New York",2010,34,128,342,3153,3495,19,32,2940,municipality,MHV
1687,3610511759,36105,"Callicoon town, Sullivan County, New York",2000,28,34,180,4512,4692,14,32,4404,municipality,MHV
1688,3610511759,36105,"Callicoon town, Sullivan County, New York",2010,43,32,96,2349,2445,7,19,2248,municipality,MHV
1689,3610516661,36105,"Cochecton town, Sullivan County, New York",2000,16,16,34,2024,2058,6,12,1974,municipality,MHV
1690,3610516661,36105,"Cochecton town, Sullivan County, New York",2010,10,25,45,1098,1143,1,3,1059,municipality,MHV
1691,3610520104,36105,"Delaware town, Sullivan County, New York",2000,26,314,206,3774,3980,14,22,3398,municipality,MHV
1692,3610520104,36105,"Delaware town, Sullivan County, New York",2010,6,242,127,2022,2149,6,21,1747,municipality,MHV
1693,3610525241,36105,"Fallsburg town, Sullivan County, New York",2000,234,3032,2632,16142,18774,94,180,12602,municipality,MHV
1694,3610525241,36105,"Fallsburg town, Sullivan County, New York",2010,136,1392,1890,7787,9677,70,106,6083,municipality,MHV
1695,3610526528,36105,"Forestburgh town, Sullivan County, New York",2000,0,26,46,1252,1298,0,2,1224,municipality,MHV
1696,3610526528,36105,"Forestburgh town, Sullivan County, New York",2010,5,27,29,651,680,10,8,601,municipality,MHV
1697,3610527573,36105,"Fremont town, Sullivan County, New York",2000,26,32,18,2052,2070,6,30,1958,municipality,MHV
1698,3610527573,36105,"Fremont town, Sullivan County, New York",2010,10,26,35,1081,1116,6,10,1029,municipality,MHV
1699,3610534473,36105,"Highland town, Sullivan County, New York",2000,12,130,156,3580,3736,14,26,3398,municipality,MHV
1700,3610534473,36105,"Highland town, Sullivan County, New York",2010,16,77,103,1951,2054,1,19,1838,municipality,MHV
1701,3610542235,36105,"Liberty town, Sullivan County, New York",2000,208,1196,1350,13154,14504,58,108,11584,municipality,MHV
1702,3610542235,36105,"Liberty town, Sullivan County, New York",2010,114,594,1251,6492,7743,55,98,5631,municipality,MHV
1703,3610543786,36105,"Lumberland town, Sullivan County, New York",2000,16,8,50,2834,2884,14,24,2772,municipality,MHV
1704,3610543786,36105,"Lumberland town, Sullivan County, New York",2010,17,23,85,1837,1922,9,22,1766,municipality,MHV
1705,3610544809,36105,"Mamakating town, Sullivan County, New York",2000,164,304,650,15434,16084,70,170,14726,municipality,MHV
1706,3610544809,36105,"Mamakating town, Sullivan County, New York",2010,115,283,661,8607,9268,43,104,8062,municipality,MHV
1707,3610549847,36105,"Neversink town, Sullivan County, New York",2000,16,24,78,5030,5108,16,44,4930,municipality,MHV
1708,3610549847,36105,"Neversink town, Sullivan County, New York",2010,19,38,70,2693,2763,12,15,2609,municipality,MHV
1709,3610563176,36105,"Rockland town, Sullivan County, New York",2000,48,150,284,5552,5836,8,44,5302,municipality,MHV
1710,3610563176,36105,"Rockland town, Sullivan County, New York",2010,40,66,183,2769,2952,15,25,2623,municipality,MHV
1711,3610573627,36105,"Thompson town, Sullivan County, New York",2000,390,3050,2592,18394,20986,64,234,14656,municipality,MHV
1712,3610573627,36105,"Thompson town, Sullivan County, New York",2010,261,1827,2008,9322,11330,77,158,6999,municipality,MHV
1713,3610575759,36105,"Tusten town, Sullivan County, New York",2000,12,142,48,2150,2198,6,32,1958,municipality,MHV
1714,3610575759,36105,"Tusten town, Sullivan County, New York",2010,13,53,61,1173,1234,7,22,1078,municipality,MHV
1715,3611120247,36111,"Denning town, Ulster County, New York",2000,2,0,10,842,852,10,24,806,municipality,MHV
1716,3611120247,36111,"Denning town, Ulster County, New York",2010,1,5,7,447,454,4,12,425,municipality,MHV
1717,3611124691,36111,"Esopus town, Ulster County, New York",2000,130,280,214,13716,13930,36,140,13130,municipality,MHV
1718,3611124691,36111,"Esopus town, Ulster County, New York",2010,105,255,284,6837,7121,25,80,6372,municipality,MHV
1719,3611128255,36111,"Gardiner town, Ulster County, New York",2000,48,124,314,7438,7752,42,70,7154,municipality,MHV
1720,3611128255,36111,"Gardiner town, Ulster County, New York",2010,35,68,239,4201,4440,11,45,4042,municipality,MHV
1721,3611132116,36111,"Hardenburgh town, Ulster County, New York",2000,8,2,4,348,352,4,0,334,municipality,MHV
1722,3611132116,36111,"Hardenburgh town, Ulster County, New York",2010,5,0,3,191,194,0,1,185,municipality,MHV
1723,3611137143,36111,"Hurley town, Ulster County, New York",2000,114,124,146,10056,10202,26,54,9738,municipality,MHV
1724,3611137143,36111,"Hurley town, Ulster County, New York",2010,71,76,118,4970,5088,15,43,4765,municipality,MHV
1725,3611139727,36111,"Kingston city, Ulster County, New York",2000,506,3698,1774,33924,35698,128,474,29118,municipality,MHV
